OBJECTID,ISO_2_CODE,ISO_3_CODE,ADM0_NAME,date_epicrv,NewCase,CumCase,NewDeath,CumDeath,Short_Name_ZH,Short_Name_FR,Short_Name_ES,Short_Name_RU,Short_Name_AR
11723,GB,GBR,The United Kingdom,2020-03-15T00:00:00.000Z,251,1395,14,35,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11724,GB,GBR,The United Kingdom,2020-03-16T00:00:00.000Z,152,1547,20,55,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11725,GB,GBR,The United Kingdom,2020-03-17T00:00:00.000Z,407,1954,5,60,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11726,GB,GBR,The United Kingdom,2020-03-18T00:00:00.000Z,676,2630,43,103,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11727,GB,GBR,The United Kingdom,2020-03-19T00:00:00.000Z,647,3277,41,144,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11728,GB,GBR,The United Kingdom,2020-03-20T00:00:00.000Z,706,3983,33,177,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11729,GB,GBR,The United Kingdom,2020-03-21T00:00:00.000Z,1035,5018,56,233,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11730,GB,GBR,The United Kingdom,2020-03-22T00:00:00.000Z,0,5018,0,233,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11731,GB,GBR,The United Kingdom,2020-03-23T00:00:00.000Z,669,5687,48,281,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11732,GB,GBR,The United Kingdom,2020-03-24T00:00:00.000Z,967,6654,54,335,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11733,GB,GBR,The United Kingdom,2020-03-25T00:00:00.000Z,1427,8081,87,422,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11734,GB,GBR,The United Kingdom,2020-03-26T00:00:00.000Z,1452,9533,41,463,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11735,GB,GBR,The United Kingdom,2020-03-27T00:00:00.000Z,2129,11662,115,578,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11736,GB,GBR,The United Kingdom,2020-03-28T00:00:00.000Z,2885,14547,181,759,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11737,GB,GBR,The United Kingdom,2020-03-29T00:00:00.000Z,2546,17093,260,1019,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11738,GB,GBR,The United Kingdom,2020-03-30T00:00:00.000Z,2433,19526,209,1228,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11739,GB,GBR,The United Kingdom,2020-03-31T00:00:00.000Z,2619,22145,180,1408,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11740,GB,GBR,The United Kingdom,2020-04-01T00:00:00.000Z,3009,25154,381,1789,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11741,GB,GBR,The United Kingdom,2020-04-02T00:00:00.000Z,4324,29478,743,2532,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11742,GB,GBR,The United Kingdom,2020-04-03T00:00:00.000Z,4244,33722,389,2921,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11743,GB,GBR,The United Kingdom,2020-04-04T00:00:00.000Z,4450,38172,684,3605,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11744,GB,GBR,The United Kingdom,2020-04-05T00:00:00.000Z,3735,41907,708,4313,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11745,GB,GBR,The United Kingdom,2020-04-06T00:00:00.000Z,5903,47810,621,4934,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11746,GB,GBR,The United Kingdom,2020-04-07T00:00:00.000Z,3802,51612,439,5373,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11747,GB,GBR,The United Kingdom,2020-04-08T00:00:00.000Z,3634,55246,786,6159,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11748,GB,GBR,The United Kingdom,2020-04-09T00:00:00.000Z,5491,60737,938,7097,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11749,GB,GBR,The United Kingdom,2020-04-10T00:00:00.000Z,4344,65081,881,7978,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11750,GB,GBR,The United Kingdom,2020-04-11T00:00:00.000Z,5195,70276,980,8958,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11751,GB,GBR,The United Kingdom,2020-04-12T00:00:00.000Z,8719,78995,917,9875,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11752,GB,GBR,The United Kingdom,2020-04-13T00:00:00.000Z,5288,84283,737,10612,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11753,GB,GBR,The United Kingdom,2020-04-14T00:00:00.000Z,4342,88625,717,11329,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11754,GB,GBR,The United Kingdom,2020-04-15T00:00:00.000Z,5252,93877,778,12107,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11755,GB,GBR,The United Kingdom,2020-04-16T00:00:00.000Z,4603,98480,761,12868,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11756,GB,GBR,The United Kingdom,2020-04-17T00:00:00.000Z,4617,103097,861,13729,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11757,GB,GBR,The United Kingdom,2020-04-18T00:00:00.000Z,5599,108696,847,14576,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11758,GB,GBR,The United Kingdom,2020-04-19T00:00:00.000Z,5525,114221,888,15464,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11759,GB,GBR,The United Kingdom,2020-04-20T00:00:00.000Z,5850,120071,596,16060,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11760,GB,GBR,The United Kingdom,2020-04-21T00:00:00.000Z,4676,124747,449,16509,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11761,GB,GBR,The United Kingdom,2020-04-22T00:00:00.000Z,4301,129048,828,17337,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11762,GB,GBR,The United Kingdom,2020-04-23T00:00:00.000Z,4451,133499,763,18100,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11763,GB,GBR,The United Kingdom,2020-04-24T00:00:00.000Z,4583,138082,638,18738,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11764,GB,GBR,The United Kingdom,2020-04-25T00:00:00.000Z,5386,143468,768,19506,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11765,GB,GBR,The United Kingdom,2020-04-26T00:00:00.000Z,4913,148381,813,20319,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11766,GB,GBR,The United Kingdom,2020-04-27T00:00:00.000Z,4463,152844,413,20732,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11767,GB,GBR,The United Kingdom,2020-04-28T00:00:00.000Z,4309,157153,360,21092,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11768,GB,GBR,The United Kingdom,2020-04-29T00:00:00.000Z,3996,161149,586,21678,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11769,GB,GBR,The United Kingdom,2020-04-30T00:00:00.000Z,4076,165225,4419,26097,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11770,GB,GBR,The United Kingdom,2020-05-01T00:00:00.000Z,6032,171257,674,26771,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11771,GB,GBR,The United Kingdom,2020-05-02T00:00:00.000Z,6201,177458,739,27510,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11772,GB,GBR,The United Kingdom,2020-05-03T00:00:00.000Z,4806,182264,621,28131,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11773,GB,GBR,The United Kingdom,2020-05-04T00:00:00.000Z,4339,186603,315,28446,大不列颠及北爱尔兰联合王国,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية 
11774,TL,TLS,Timor-Leste,2020-03-20T00:00:00.000Z,1,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11775,TL,TLS,Timor-Leste,2020-03-21T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11776,TL,TLS,Timor-Leste,2020-03-22T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11777,TL,TLS,Timor-Leste,2020-03-23T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11778,TL,TLS,Timor-Leste,2020-03-24T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11779,TL,TLS,Timor-Leste,2020-03-25T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11780,TL,TLS,Timor-Leste,2020-03-26T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11781,TL,TLS,Timor-Leste,2020-03-27T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11782,TL,TLS,Timor-Leste,2020-03-28T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11783,TL,TLS,Timor-Leste,2020-03-29T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11784,TL,TLS,Timor-Leste,2020-03-30T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11785,TL,TLS,Timor-Leste,2020-03-31T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11786,TL,TLS,Timor-Leste,2020-04-01T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11787,TL,TLS,Timor-Leste,2020-04-02T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11788,TL,TLS,Timor-Leste,2020-04-03T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11789,TL,TLS,Timor-Leste,2020-04-04T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11790,TL,TLS,Timor-Leste,2020-04-05T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11791,TL,TLS,Timor-Leste,2020-04-06T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11792,TL,TLS,Timor-Leste,2020-04-07T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11793,TL,TLS,Timor-Leste,2020-04-08T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11794,TL,TLS,Timor-Leste,2020-04-09T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11795,TL,TLS,Timor-Leste,2020-04-10T00:00:00.000Z,0,1,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11796,TL,TLS,Timor-Leste,2020-04-11T00:00:00.000Z,1,2,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11797,TL,TLS,Timor-Leste,2020-04-12T00:00:00.000Z,0,2,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11798,TL,TLS,Timor-Leste,2020-04-13T00:00:00.000Z,2,4,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11799,TL,TLS,Timor-Leste,2020-04-14T00:00:00.000Z,2,6,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11800,TL,TLS,Timor-Leste,2020-04-15T00:00:00.000Z,0,6,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11801,TL,TLS,Timor-Leste,2020-04-16T00:00:00.000Z,12,18,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11802,TL,TLS,Timor-Leste,2020-04-17T00:00:00.000Z,0,18,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11803,TL,TLS,Timor-Leste,2020-04-18T00:00:00.000Z,0,18,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11804,TL,TLS,Timor-Leste,2020-04-19T00:00:00.000Z,1,19,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11805,TL,TLS,Timor-Leste,2020-04-20T00:00:00.000Z,3,22,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11806,TL,TLS,Timor-Leste,2020-04-21T00:00:00.000Z,1,23,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11807,TL,TLS,Timor-Leste,2020-04-22T00:00:00.000Z,0,23,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11808,TL,TLS,Timor-Leste,2020-04-23T00:00:00.000Z,0,23,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11809,TL,TLS,Timor-Leste,2020-04-24T00:00:00.000Z,1,24,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11810,TL,TLS,Timor-Leste,2020-04-25T00:00:00.000Z,0,24,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11811,TL,TLS,Timor-Leste,2020-04-26T00:00:00.000Z,0,24,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11812,TL,TLS,Timor-Leste,2020-04-27T00:00:00.000Z,0,24,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11813,TL,TLS,Timor-Leste,2020-04-28T00:00:00.000Z,0,24,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11814,TL,TLS,Timor-Leste,2020-04-29T00:00:00.000Z,0,24,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11815,TL,TLS,Timor-Leste,2020-04-30T00:00:00.000Z,0,24,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11816,TL,TLS,Timor-Leste,2020-05-01T00:00:00.000Z,0,24,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11817,TL,TLS,Timor-Leste,2020-05-02T00:00:00.000Z,0,24,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11818,TL,TLS,Timor-Leste,2020-05-03T00:00:00.000Z,0,24,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11819,TL,TLS,Timor-Leste,2020-05-04T00:00:00.000Z,0,24,0,0,东帝汶,Timor-Leste,Timor-Leste,Тимор-Лешти,تيمور- ليشتي
11820,TG,TGO,Togo,2020-03-07T00:00:00.000Z,1,1,0,0,多哥,Togo,Togo (el),Того,توغو
11821,TG,TGO,Togo,2020-03-08T00:00:00.000Z,0,1,0,0,多哥,Togo,Togo (el),Того,توغو
11822,TG,TGO,Togo,2020-03-09T00:00:00.000Z,0,1,0,0,多哥,Togo,Togo (el),Того,توغو
11823,TG,TGO,Togo,2020-03-10T00:00:00.000Z,0,1,0,0,多哥,Togo,Togo (el),Того,توغو
11824,TG,TGO,Togo,2020-03-11T00:00:00.000Z,0,1,0,0,多哥,Togo,Togo (el),Того,توغو
11825,TG,TGO,Togo,2020-03-12T00:00:00.000Z,0,1,0,0,多哥,Togo,Togo (el),Того,توغو
11826,TG,TGO,Togo,2020-03-13T00:00:00.000Z,0,1,0,0,多哥,Togo,Togo (el),Того,توغو
11827,TG,TGO,Togo,2020-03-14T00:00:00.000Z,0,1,0,0,多哥,Togo,Togo (el),Того,توغو
11828,TG,TGO,Togo,2020-03-15T00:00:00.000Z,0,1,0,0,多哥,Togo,Togo (el),Того,توغو
11829,TG,TGO,Togo,2020-03-16T00:00:00.000Z,0,1,0,0,多哥,Togo,Togo (el),Того,توغو
11830,TG,TGO,Togo,2020-03-17T00:00:00.000Z,0,1,0,0,多哥,Togo,Togo (el),Того,توغو
11831,TG,TGO,Togo,2020-03-18T00:00:00.000Z,0,1,0,0,多哥,Togo,Togo (el),Того,توغو
11832,TG,TGO,Togo,2020-03-19T00:00:00.000Z,8,9,0,0,多哥,Togo,Togo (el),Того,توغو
11833,TG,TGO,Togo,2020-03-20T00:00:00.000Z,0,9,0,0,多哥,Togo,Togo (el),Того,توغو
